Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber
0 days 01:05:09.158000,26.0,15.0,1014.9,False,37.0,227,1.3,2
0 days 01:06:09.174000,26.0,15.0,1014.9,False,36.8,264,0.9,2
0 days 01:07:09.165000,26.0,15.0,1015.0,False,36.7,212,1.5,2
0 days 01:08:09.187000,26.0,15.0,1014.9,False,36.7,248,1.8,2
0 days 01:09:09.214000,26.0,14.0,1015.0,False,36.6,260,2.1,2
0 days 01:10:09.209000,26.0,15.0,1014.9,False,36.6,241,2.5,2
0 days 01:11:09.195000,26.1,15.0,1015.0,False,36.6,266,2.3,2
0 days 01:12:09.198000,26.1,15.0,1015.0,False,36.4,248,2.3,2
0 days 01:13:09.198000,26.0,15.0,1015.0,False,36.2,248,1.4,2
0 days 01:14:09.197000,26.0,15.0,1015.0,False,36.2,254,2.4,2
0 days 01:15:09.209000,26.0,14.0,1015.1,False,36.2,233,2.4,2
0 days 01:16:09.199000,26.0,14.0,1014.9,False,36.1,252,2.6,2
0 days 00:00:37.391000,14.7,57.0,1013.3,False,35.4,151,4.5,3
0 days 00:01:37.470000,14.7,58.0,1013.3,False,35.3,150,3.5,3
0 days 00:02:37.420000,14.7,58.0,1013.4,False,35.3,141,4.1,3
0 days 00:03:37.400000,14.7,58.0,1013.3,False,35.5,149,3.0,3
0 days 00:04:37.409000,14.8,57.0,1013.3,False,35.5,121,3.3,3
0 days 00:05:37.419000,14.7,57.0,1013.3,False,35.5,146,2.0,3
0 days 00:06:37.421000,14.8,55.0,1013.3,False,35.5,135,3.2,3
0 days 00:07:37.450000,14.9,55.0,1013.3,False,34.9,134,3.0,3
0 days 00:08:37.473000,14.9,56.0,1013.3,False,34.9,126,3.5,3
0 days 00:09:37.458000,14.9,57.0,1013.3,False,34.7,147,3.6,3
0 days 00:10:37.524000,14.9,57.0,1013.2,False,34.5,138,3.4,3
0 days 00:11:37.478000,14.9,57.0,1013.2,False,34.5,130,4.8,3
0 days 00:12:37.485000,14.9,56.0,1013.3,False,33.9,132,4.0,3
0 days 00:13:37.516000,14.9,57.0,1013.2,False,33.8,148,3.8,3
0 days 00:14:37.517000,14.8,58.0,1013.3,False,33.9,149,3.3,3
0 days 00:15:37.533000,14.8,57.0,1013.3,False,33.9,132,3.8,3
0 days 00:16:37.533000,14.8,58.0,1013.3,False,33.7,138,4.1,3
0 days 00:17:37.550000,14.8,58.0,1013.3,False,33.9,124,2.4,3
0 days 00:18:37.550000,14.8,58.0,1013.3,False,33.9,124,2.4,3
0 days 00:19:37.566000,14.7,58.0,1013.4,False,34.0,154,3.1,3
0 days 00:20:37.551000,14.7,57.0,1013.4,False,33.7,125,3.3,3
0 days 00:21:37.551000,14.8,57.0,1013.4,False,33.7,125,3.3,3
0 days 00:22:37.567000,14.7,58.0,1013.4,False,33.9,120,2.7,3
0 days 00:23:37.568000,14.7,58.0,1013.3,False,33.9,152,2.4,3
0 days 00:24:37.569000,14.8,58.0,1013.3,False,33.9,152,2.4,3
0 days 00:25:37.569000,14.8,57.0,1013.4,False,33.9,94,0.9,3
0 days 00:26:37.569000,14.9,56.0,1013.3,False,33.6,131,2.7,3
0 days 00:27:37.564000,14.8,56.0,1013.3,False,33.6,131,2.7,3
0 days 00:28:37.555000,14.8,58.0,1013.3,False,33.6,148,2.8,3
0 days 00:29:37.603000,14.8,57.0,1013.2,False,33.7,149,3.8,3
0 days 00:30:37.572000,14.9,57.0,1013.2,False,33.7,149,3.8,3
0 days 00:31:37.572000,14.8,59.0,1013.4,False,33.9,129,2.1,3
0 days 00:32:37.562000,14.9,58.0,1013.3,False,33.7,155,2.7,3
0 days 00:33:37.586000,14.8,58.0,1013.3,False,33.4,148,1.9,3
0 days 00:34:37.602000,14.9,58.0,1013.4,False,33.0,130,1.8,3
0 days 00:35:37.624000,14.9,58.0,1013.3,False,33.0,136,2.7,3
0 days 00:36:37.624000,14.8,58.0,1013.3,False,33.0,150,2.5,3
0 days 00:37:37.625000,14.9,57.0,1013.4,False,32.8,147,2.4,3
0 days 00:38:37.641000,14.9,58.0,1013.3,False,32.8,141,3.2,3
0 days 00:39:37.673000,14.8,58.0,1013.3,False,32.8,122,2.9,3
0 days 00:40:37.682000,14.8,59.0,1013.3,False,32.7,143,3.1,3
0 days 00:41:37.682000,14.8,59.0,1013.4,False,32.5,124,3.9,3
0 days 00:42:37.683000,14.9,59.0,1013.4,False,32.3,139,3.1,3
0 days 00:43:37.715000,14.7,59.0,1013.3,False,32.1,121,2.5,3
0 days 00:44:37.700000,14.8,59.0,1013.3,False,32.1,146,2.6,3
0 days 00:45:37.684000,14.7,58.0,1013.3,False,31.8,132,1.8,3
0 days 00:46:37.701000,14.7,59.0,1013.3,False,31.8,105,2.0,3
0 days 00:47:37.701000,14.6,59.0,1013.3,False,31.8,136,2.9,3
0 days 00:48:37.702000,14.7,59.0,1013.2,False,31.7,120,2.7,3
0 days 00:49:37.702000,14.6,60.0,1013.3,False,31.7,161,1.9,3
0 days 00:50:37.703000,14.6,59.0,1013.4,False,31.8,143,2.8,3
0 days 00:51:37.703000,14.6,59.0,1013.3,False,31.7,150,3.0,3
0 days 00:52:37.704000,14.8,59.0,1013.2,False,31.3,108,3.2,3
0 days 00:53:37.704000,14.8,59.0,1013.3,False,31.1,130,3.1,3
0 days 00:54:37.711000,14.7,59.0,1013.2,False,31.0,148,3.5,3
0 days 00:55:37.712000,14.6,60.0,1013.3,False,31.0,126,2.9,3
0 days 00:56:37.712000,14.6,60.0,1013.4,False,31.0,158,3.7,3
0 days 00:57:37.713000,14.6,60.0,1013.3,False,31.0,149,3.8,3
0 days 00:58:37.716000,14.6,60.0,1013.3,False,30.8,144,3.5,3
0 days 00:59:37.717000,14.6,60.0,1013.3,False,30.7,126,3.4,3
0 days 01:00:37.717000,14.6,60.0,1013.3,False,30.6,151,3.7,3
0 days 01:01:37.718000,14.6,59.0,1013.3,False,30.4,147,3.0,3
0 days 01:02:37.703000,14.7,60.0,1013.4,False,30.1,137,2.4,3
0 days 01:03:37.719000,14.7,61.0,1013.3,False,30.1,147,1.9,3
0 days 01:04:37.719000,14.7,60.0,1013.3,False,30.3,143,2.7,3
0 days 01:05:37.720000,14.7,59.0,1013.3,False,30.2,148,3.1,3
0 days 01:06:37.720000,14.7,60.0,1013.3,False,30.1,123,3.5,3
0 days 01:07:37.730000,14.7,60.0,1013.3,False,30.0,149,3.0,3
0 days 01:08:37.759000,14.7,59.0,1013.3,False,30.0,126,3.4,3
0 days 01:09:37.752000,14.7,60.0,1013.2,False,29.9,128,2.5,3
0 days 01:10:37.753000,14.7,60.0,1013.3,False,29.8,146,1.8,3
0 days 01:11:37.775000,14.6,60.0,1013.2,False,29.5,151,2.8,3
0 days 01:12:37.766000,14.5,60.0,1013.3,False,29.5,156,3.2,3
0 days 01:13:37.767000,14.4,60.0,1013.2,False,29.4,150,4.4,3
0 days 01:14:37.767000,14.4,61.0,1013.2,False,29.3,152,3.2,3
0 days 01:15:37.768000,14.3,61.0,1013.2,False,29.1,151,2.4,3
0 days 01:16:37.784000,14.3,61.0,1013.2,False,29.1,144,1.4,3
0 days 01:17:37.800000,14.3,60.0,1013.2,False,29.1,148,2.7,3
0 days 01:18:37.816000,14.3,60.0,1013.3,False,29.0,144,3.0,3
0 days 01:19:37.817000,14.3,60.0,1013.3,False,28.8,155,3.4,3
0 days 01:20:37.820000,14.4,60.0,1013.2,False,28.7,149,3.6,3
0 days 01:21:37.836000,14.4,61.0,1013.2,False,28.8,121,3.2,3
0 days 01:22:37.837000,14.4,61.0,1013.2,False,28.8,150,2.8,3
0 days 01:23:37.828000,14.4,61.0,1013.2,False,28.8,149,2.5,3
0 days 01:24:37.844000,14.3,61.0,1013.1,False,28.6,143,2.9,3
0 days 00:00:45.259000,26.3,59.0,1003.3,False,31.5,12,2.8,4
0 days 00:01:45.269000,26.3,59.0,1003.4,False,31.5,26,2.5,4
0 days 00:02:45.292000,26.3,59.0,1003.5,False,31.9,23,2.2,4
0 days 00:03:45.291000,26.3,59.0,1003.4,False,31.7,12,3.2,4
0 days 00:04:45.295000,26.3,58.0,1003.5,False,31.4,31,3.1,4
0 days 00:05:45.325000,26.3,58.0,1003.4,False,31.5,30,3.0,4
0 days 00:06:45.326000,26.3,58.0,1003.5,False,31.5,25,3.9,4
0 days 00:07:45.349000,26.3,58.0,1003.4,False,31.5,18,4.1,4
0 days 00:08:45.345000,26.3,58.0,1003.5,False,31.3,34,4.2,4
0 days 00:09:45.360000,26.3,58.0,1003.7,False,31.2,31,4.2,4
0 days 00:10:45.383000,26.3,58.0,1003.6,False,31.3,30,3.6,4
0 days 00:11:45.363000,26.3,58.0,1003.6,False,31.3,23,4.0,4
0 days 00:12:45.399000,26.3,59.0,1003.7,False,31.1,31,3.8,4
0 days 00:13:45.397000,26.3,59.0,1003.7,False,31.1,16,3.4,4
0 days 00:14:45.392000,26.3,59.0,1003.6,False,31.2,12,3.1,4
0 days 00:15:45.401000,26.3,59.0,1003.8,False,31.2,14,2.6,4
0 days 00:16:45.429000,26.3,59.0,1003.6,False,31.2,31,3.3,4
0 days 00:17:45.432000,26.2,59.0,1003.7,False,31.2,20,3.6,4
0 days 00:18:45.418000,26.3,59.0,1003.7,False,31.2,19,3.1,4
0 days 00:19:45.414000,26.3,59.0,1003.8,False,31.2,35,3.6,4
0 days 00:20:45.429000,26.3,59.0,1003.8,False,31.2,28,2.9,4
0 days 00:21:45.594000,26.3,58.0,1003.8,False,31.4,19,3.0,4
0 days 00:22:45.446000,26.3,58.0,1003.9,False,31.3,25,3.7,4
0 days 00:23:45.463000,26.3,58.0,1003.8,False,31.3,43,3.1,4
0 days 00:24:45.465000,26.3,58.0,1004.0,False,31.3,8,2.8,4
0 days 00:25:45.484000,26.3,57.0,1003.9,False,31.0,2,4.0,4
0 days 00:26:45.480000,26.3,58.0,1003.9,False,31.0,29,3.6,4
0 days 00:27:45.488000,26.3,58.0,1004.0,False,30.9,1,3.8,4
0 days 00:28:45.515000,26.3,59.0,1003.9,False,31.1,39,2.9,4
0 days 00:29:45.519000,26.3,58.0,1004.0,False,31.2,22,3.0,4
0 days 00:30:45.531000,26.3,58.0,1004.0,False,31.2,24,4.0,4
0 days 00:31:45.563000,26.2,58.0,1004.1,False,31.2,24,3.7,4
0 days 00:32:45.564000,26.3,58.0,1003.9,False,31.2,32,3.2,4
0 days 00:33:45.548000,26.3,58.0,1004.0,False,31.2,26,2.3,4
0 days 00:34:45.574000,26.3,57.0,1004.0,False,31.2,17,3.1,4
0 days 00:35:45.568000,26.3,58.0,1004.0,False,30.8,18,3.8,4
0 days 00:36:45.570000,26.3,58.0,1004.0,False,30.8,18,4.4,4
0 days 00:37:45.567000,26.2,58.0,1004.0,False,30.7,26,3.5,4
0 days 00:38:45.600000,26.1,58.0,1004.1,False,30.7,27,2.9,4
0 days 00:39:45.636000,26.1,58.0,1004.2,False,30.6,9,2.9,4
0 days 00:40:45.657000,26.1,59.0,1004.0,False,30.4,11,3.7,4
0 days 00:41:45.653000,26.1,59.0,1004.1,False,30.4,24,4.0,4
0 days 00:42:45.675000,26.1,59.0,1004.1,False,30.2,26,3.4,4
0 days 00:43:45.700000,26.1,59.0,1004.2,False,30.4,11,3.6,4
0 days 00:44:45.715000,26.2,59.0,1004.1,False,30.4,16,3.4,4
0 days 00:45:45.703000,26.2,59.0,1004.2,False,30.4,16,2.9,4
0 days 00:46:45.698000,26.2,59.0,1004.2,False,30.3,45,2.7,4
0 days 00:47:45.703000,26.2,59.0,1004.3,False,30.6,33,2.5,4
0 days 00:48:45.724000,26.2,59.0,1004.2,False,30.7,22,2.9,4
0 days 00:49:45.719000,26.1,59.0,1004.2,False,30.7,16,2.9,4
0 days 00:50:45.736000,26.1,59.0,1004.2,False,30.7,13,2.9,4
0 days 00:51:45.734000,26.2,59.0,1004.2,False,30.8,14,3.0,4
0 days 00:52:45.735000,26.1,59.0,1004.3,False,30.9,31,2.1,4
0 days 00:53:45.771000,26.2,58.0,1004.3,False,31.0,41,2.0,4
0 days 00:54:45.790000,26.2,58.0,1004.4,False,31.1,13,3.3,4
0 days 00:55:45.785000,26.2,58.0,1004.3,False,30.9,30,2.2,4
0 days 00:56:45.786000,26.2,57.0,1004.3,False,30.9,21,2.5,4
0 days 00:57:45.804000,26.3,57.0,1004.4,False,30.9,37,3.6,4
0 days 00:58:45.801000,26.3,56.0,1004.3,False,30.8,18,3.5,4
0 days 00:59:45.805000,26.3,56.0,1004.4,False,30.7,20,3.6,4
0 days 01:00:45.811000,26.3,56.0,1004.3,False,30.7,17,2.9,4
0 days 01:01:45.838000,26.3,56.0,1004.4,False,30.7,12,3.2,4
0 days 01:02:45.834000,26.3,56.0,1004.4,False,30.6,19,3.6,4
0 days 01:03:45.857000,26.3,56.0,1004.3,False,30.6,12,3.1,4
0 days 01:04:45.864000,26.4,55.0,1004.3,False,30.7,13,2.9,4
0 days 01:05:45.871000,26.3,55.0,1004.3,False,30.7,19,2.9,4
0 days 01:06:45.889000,26.3,55.0,1004.3,False,30.6,11,3.2,4
0 days 01:07:45.882000,26.3,55.0,1004.3,False,30.4,21,4.1,4
0 days 01:08:45.890000,26.3,55.0,1004.3,False,30.4,15,3.2,4
0 days 01:09:45.919000,26.3,55.0,1004.3,False,30.4,35,3.1,4
0 days 01:10:45.935000,26.3,55.0,1004.3,False,30.6,18,2.8,4
0 days 01:11:45.934000,26.3,55.0,1004.4,False,30.4,37,2.6,4
0 days 01:12:45.940000,26.4,55.0,1004.4,False,30.6,19,3.0,4
0 days 01:13:45.956000,26.4,54.0,1004.5,False,30.6,30,2.9,4
0 days 01:14:45.968000,26.4,54.0,1004.4,False,30.5,16,2.8,4
0 days 01:15:45.973000,26.4,54.0,1004.6,False,30.5,38,1.9,4
0 days 01:16:45.970000,26.4,54.0,1004.6,False,31.0,39,2.5,4
0 days 01:17:46.006000,26.5,54.0,1004.5,False,31.0,19,2.4,4
0 days 01:18:46.023000,26.5,54.0,1004.6,False,30.8,32,3.0,4
0 days 01:19:46.022000,26.5,54.0,1004.6,False,30.4,12,2.5,4
0 days 01:20:46.008000,26.5,54.0,1004.6,False,30.6,14,3.4,4
0 days 01:21:46.033000,26.5,54.0,1004.5,False,30.7,22,2.7,4
0 days 01:22:46.027000,26.5,53.0,1004.6,False,30.7,16,2.0,4
0 days 01:23:46.026000,26.6,53.0,1004.6,False,30.7,32,2.5,4
0 days 01:24:46.030000,26.5,53.0,1004.7,False,30.4,36,3.2,4
0 days 01:25:46.030000,26.5,53.0,1004.6,False,30.4,5,3.0,4
0 days 01:26:46.029000,26.6,53.0,1004.6,False,30.6,17,2.5,4
0 days 00:00:12.064000,28.7,68.0,1006.0,False,37.5,269,1.0,5
0 days 00:01:12.072000,28.8,66.0,1006.1,False,38.0,316,1.1,5
0 days 00:02:12.065000,28.8,66.0,1006.1,False,37.7,335,1.4,5
0 days 00:03:12.073000,28.9,66.0,1006.1,False,37.7,335,1.4,5
0 days 00:04:12.080000,28.9,65.0,1006.1,False,37.6,284,1.3,5
0 days 00:05:12.076000,28.9,64.0,1006.1,False,37.9,289,1.2,5
0 days 00:06:12.067000,29.0,64.0,1006.1,False,38.0,272,0.8,5
0 days 00:07:12.073000,29.0,63.0,1006.1,False,37.9,270,1.2,5
0 days 00:08:12.074000,29.1,62.0,1006.1,False,38.0,283,1.1,5
0 days 00:09:12.077000,29.1,62.0,1006.2,False,38.0,272,1.6,5
0 days 00:10:12.078000,29.1,62.0,1006.1,False,38.0,300,1.3,5
0 days 00:11:12.069000,29.1,60.0,1006.1,False,37.9,287,0.7,5
0 days 00:12:12.072000,29.2,60.0,1006.1,False,37.8,336,1.2,5
0 days 00:13:12.069000,29.2,60.0,1006.0,False,38.1,276,1.2,5
0 days 00:14:12.070000,29.3,60.0,1006.2,False,38.2,288,1.1,5
0 days 00:15:12.085000,29.3,59.0,1006.1,False,38.0,290,1.3,5
0 days 00:16:12.079000,29.3,59.0,1006.1,False,37.9,270,0.9,5
0 days 00:17:12.074000,29.3,59.0,1006.1,False,37.8,251,1.5,5
0 days 00:18:12.074000,29.3,60.0,1006.1,False,37.7,219,1.3,5
0 days 00:19:12.087000,29.2,61.0,1006.1,False,37.3,280,1.2,5
0 days 00:20:12.082000,29.2,62.0,1006.2,False,36.9,264,1.5,5
0 days 00:21:12.075000,29.1,64.0,1006.2,False,36.5,283,1.7,5
0 days 00:22:12.083000,29.0,66.0,1006.2,False,36.4,279,2.5,5
